6161 9768
6161.01 9766
6161.02 9760
6161.032 9744
6161.042 9723
6161.054 9682
6161.064 9642
6161.076 9587
6161.086 9539
6161.098 9491
6161.108 9466
6161.118 9450
6161.13 9441
6161.14 9436
6161.152 9424
6161.162 9394
6161.174 9325
6161.184 9230
6161.194 9071
6161.206 8789
6161.216 8444
6161.228 7906
6161.238 7311
6161.25 6550
6161.26 5902
6161.27 5329
6161.282 4827
6161.292 4627
6161.304 4745
6161.314 5134
6161.326 5840
6161.336 6551
6161.348 7344
6161.358 7921
6161.368 8362
6161.38 8746
6161.39 8971
6161.402 9185
6161.412 9294
6161.424 9392
6161.434 9454
6161.444 9502
6161.456 9541
6161.466 9565
6161.478 9583
6161.488 9590
6161.5 9593
6161.51 9591
6161.52 9590
6161.532 9589
6161.542 9586
6161.554 9582
6161.564 9575
6161.576 9563
6161.586 9549
6161.598 9535
6161.608 9522
6161.618 9510
6161.63 9493
6161.64 9479
6161.652 9462
6161.662 9448
6161.674 9433
6161.684 9417
6161.694 9402
6161.706 9383
6161.716 9368
6161.728 9354
6161.738 9340
6161.75 9322
6161.76 9303
6161.77 9279
6161.782 9247
6161.792 9217
6161.804 9176
6161.814 9141
6161.826 9094
6161.836 9051
6161.848 8992
6161.858 8938
6161.868 8881
6161.88 8808
6161.89 8739
6161.902 8647
6161.912 8565
6161.924 8463
6161.934 8368
6161.944 8252
6161.956 8101
6161.966 7971
6161.978 7787
6161.988 7610
6162 7368
6162.01 7158
6162.02 6919
6162.032 6626
6162.042 6348
6162.054 5985
6162.064 5670
6162.076 5260
6162.086 4865
6162.098 4322
6162.108 3814
6162.118 3253
6162.13 2610
6162.14 2160
6162.152 1763
6162.162 1550
6162.174 1425
6162.184 1413
6162.194 1486
6162.206 1697
6162.216 2011
6162.228 2582
6162.238 3175
6162.25 3944
6162.26 4527
6162.27 5038
6162.282 5550
6162.292 5906
6162.304 6271
6162.314 6537
6162.326 6823
6162.336 7036
6162.348 7273
6162.358 7456
6162.368 7638
6162.38 7826
6162.39 7971
6162.402 8132
6162.412 8257
6162.424 8386
6162.434 8484
6162.444 8574
6162.456 8672
6162.466 8744
6162.478 8819
6162.488 8878
6162.5 8945
6162.51 8998
6162.52 9043
6162.532 9093
6162.542 9130
6162.554 9174
6162.564 9210
6162.576 9250
6162.586 9283
6162.598 9317
6162.608 9343
6162.618 9367
6162.63 9390
6162.64 9405
6162.652 9420
6162.662 9432
6162.674 9446
6162.684 9457
6162.694 9469
6162.706 9485
6162.716 9501
6162.728 9517
6162.738 9529
6162.75 9542
6162.76 9553
6162.77 9563
6162.782 9576
6162.792 9586
6162.804 9599
6162.814 9612
6162.826 9625
6162.836 9635
6162.848 9644
6162.858 9650
6162.868 9654
6162.88 9660
6162.89 9665
6162.902 9673
6162.912 9682
6162.924 9688
6162.934 9692
6162.944 9695
6162.956 9700
6162.966 9705
6162.978 9711
6162.988 9714
6163 9715
6163.01 9717
6163.02 9716
6163.032 9716
6163.042 9715
6163.054 9716
6163.064 9719
6163.076 9722
6163.086 9726
6163.098 9730
6163.108 9733
6163.118 9737
6163.13 9739
6163.14 9741
6163.152 9740
6163.162 9737
6163.174 9737
6163.184 9737
6163.194 9738
6163.206 9738
6163.216 9737
6163.228 9735
6163.238 9730
6163.25 9721
6163.26 9711
6163.27 9695
6163.282 9670
6163.292 9641
6163.304 9590
6163.314 9531
6163.326 9435
6163.336 9315
6163.348 9100
6163.358 8846
6163.368 8500
6163.38 7991
6163.39 7507
6163.402 6927
6163.412 6485
6163.424 6149
6163.434 6079
6163.444 6201
6163.456 6606
6163.466 7032
6163.478 7474
6163.488 7662
6163.5 7638
6163.51 7390
6163.52 7023
6163.532 6594
6163.542 6383
6163.554 6457
6163.564 6769
6163.576 7398
6163.586 7953
6163.598 8527
6163.608 8868
6163.618 9073
6163.63 9201
6163.64 9221
6163.652 9138
6163.662 8959
6163.674 8617
6163.684 8188
6163.694 7641
6163.706 6875
6163.716 6249
6163.728 5489
6163.738 4992
6163.75 4664
6163.76 4658
6163.77 4907
6163.782 5539
6163.792 6230
6163.804 7079
6163.814 7722
6163.826 8329
6163.836 8715
6163.848 9041
6163.858 9236
6163.868 9382
6163.88 9506
6163.89 9581
6163.902 9648
6163.912 9686
6163.924 9720
6163.934 9737
6163.944 9752
6163.956 9767
6163.966 9781
6163.978 9795
6163.988 9807
6164 9819
6164.01 9828
6164.02 9832
6164.032 9835
6164.042 9837
6164.054 9843
6164.064 9847
6164.076 9849
6164.086 9849
6164.098 9849
6164.108 9850
6164.118 9849
6164.13 9847
6164.14 9843
6164.152 9841
6164.162 9839
6164.174 9839
6164.184 9838
6164.194 9838
6164.206 9838
6164.216 9837
6164.228 9835
6164.238 9833
6164.25 9836
6164.26 9839
6164.27 9844
6164.282 9847
6164.292 9849
6164.304 9848
6164.314 9846
6164.326 9845
6164.336 9846
6164.348 9847
6164.358 9844
6164.368 9840
6164.38 9838
6164.39 9836
6164.402 9835
6164.412 9834
6164.424 9835
6164.434 9837
6164.444 9839
6164.456 9840
6164.466 9841
6164.478 9840
6164.488 9836
6164.5 9827
6164.51 9819
6164.52 9810
6164.532 9802
6164.542 9798
6164.554 9798
6164.564 9799
6164.576 9800
6164.586 9799
6164.598 9796
6164.608 9792
6164.618 9787
6164.63 9778
6164.64 9773
6164.652 9774
6164.662 9778
6164.674 9785
6164.684 9794
6164.694 9805
6164.706 9822
6164.716 9835
6164.728 9846
6164.738 9854
6164.75 9859
6164.76 9864
6164.77 9869
6164.782 9873
6164.792 9876
6164.804 9879
6164.814 9881
6164.826 9884
6164.836 9885
6164.848 9884
6164.858 9881
6164.868 9876
6164.88 9870
6164.89 9866
6164.902 9866
6164.912 9866
6164.924 9869
6164.934 9873
6164.944 9875
6164.956 9877
6164.966 9876
6164.978 9875
6164.988 9874
6165 9873
6165.01 9872
6165.02 9869
6165.032 9865
6165.042 9863
6165.054 9861
6165.064 9857
6165.076 9849
6165.086 9841
6165.098 9833
6165.108 9826
6165.118 9821
